,AgentName,ChoicesFile,ConfigFile,Date,DeviceType,GameIdx,GameVariant,ModelFile
0,bhanu,agent_choices_bhanu_0004.csv,config/experiment4.json,20180830_11:14:57,Desktop,4,feedback_v2,model_params_bhanu_0004.csv
