,AgentName,ChoicesFile,ConfigFile,Date,DeviceType,GameIdx,GameVariant,ModelFile
0,christian,agent_choices_christian_0001.csv,config/experiment3.json,20180830_13:59:44,Desktop,1,feedback_v2,model_params_christian_0001.csv
