,AgentName,ChoicesFile,ConfigFile,Date,DeviceType,GameIdx,GameVariant,ModelFile
0,brianlau,agent_choices_brianlau_0001.csv,config/experiment2.json,20180828_14:25:21,Mobile,1,no_feedback_v2,model_params_brianlau_0001.csv
