,AgentName,ChoicesFile,ConfigFile,Date,DeviceType,GameIdx,GameVariant,ModelFile
0,sr,agent_choices_sr_0001.csv,config/experiment2.json,20180828_14:23:28,Desktop,1,no_feedback_v2,model_params_sr_0001.csv
