,AgentName,ChoicesFile,ConfigFile,Date,DeviceType,GameIdx,GameVariant,ModelFile
0,nikita,agent_choices_nikita_0002.csv,config/experiment3.json,20180830_12:03:05,Desktop,2,feedback_v2,model_params_nikita_0002.csv
