,AgentName,ChoicesFile,ConfigFile,Date,GameIdx,GameVariant,ModelFile
0,paulpfeiffer,agent_choices_paulpfeiffer_0001.csv,config/experiment1.json,20180827_23:12:38,1,no_feedback_v1,model_params_paulpfeiffer_0001.csv
