,AgentName,ChoicesFile,ConfigFile,Date,DeviceType,GameIdx,GameVariant,ModelFile
0,ninjaturtle,agent_choices_ninjaturtle_0003.csv,config/experiment3.json,20180830_12:15:49,Desktop,3,feedback_v2,model_params_ninjaturtle_0003.csv
