,AgentName,ChoicesFile,ConfigFile,Date,DeviceType,GameIdx,GameVariant,ModelFile
0,alessandro,agent_choices_alessandro_0002.csv,config/experiment4.json,20180830_12:28:34,Desktop,2,feedback_v2,model_params_alessandro_0002.csv
