,b,w_-1,w_-2,w_-3,w_-4
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,-1.3821655286618362,1.3821655286618362,1.3821655286618362,1.3821655286618362,1.3821655286618362
4,0.00013774922171668128,-0.00013774922171668128,-0.00013774922171668128,-0.00013774922171668128,-0.00013774922171668128
5,1.14493682766615,1.7171971821925354,-1.14493682766615,1.7171971821925354,-1.14493682766615
6,3.247420748935059,2.285571973223914,-0.6609774998106787,2.285571973223914,-0.6609774998106787
7,2.840432100968722,0.9775550319512363,-1.9722039646043439,5.810303013428288,-1.9722039646043439
8,3.1871416334179856,-1.5144664077720222,3.0082273418197096,6.187965224210115,-4.496478153829511
9,3.3635435696740763,-1.7936752535254996,3.3483968531018498,6.64256289380066,-4.834399515483603
10,5.005491393240251,-0.6994336744909191,4.442649967671516,5.005580028228462,-3.7434046665746674
11,3.2379508770653316,-2.6852835573940355,-0.5473968733380487,2.688948823351155,2.6882598101169894
12,0.5947520526420658,0.2954561229159409,-0.5941432102399736,0.29822558076484623,0.0012454133249288582
13,0.7718660651190778,0.23958453306722133,-0.7725133957920148,0.23658135414210701,-0.0013458871343142577
14,0.9495565605179638,-0.6005228945266982,-0.5420170799065934,0.9991783789335651,0.40672417926837845
15,1.0522851591081375,-0.732632989127584,-0.45871204739865323,1.1500262833214656,0.3660994981859882
16,1.343564985494939,-0.6900358681646406,-0.8078168112089127,1.1787375883123603,0.7513367964135635
17,1.4280296106364416,-0.5602425954281154,-0.6490345641308691,1.259618608914284,0.5632765461908802
18,1.411895944805008,-0.6818492985560605,-0.7601507003802522,1.411895944805008,0.5383240991345483
19,0.8858859421759472,-0.2106017963228942,-0.8412439235743298,0.8858859421759472,0.43005337620115164
20,0.37575863621264305,0.1790570169260357,-0.4108370822448467,0.5745003763244075,-0.16632253419241472
21,0.28885836572315965,0.24598385418548166,-0.33760993726439803,0.651812408566142,-0.08235797685949728
22,-0.02474804425925284,0.46816949281748244,-0.06816448419406554,0.25758633665714564,-0.2709609005781804
23,0.2043283795662164,0.28509371396216576,-0.26251036108573733,0.5456099713065485,0.06758239420081158
24,0.29369017038618833,0.36943818126616396,-0.37076316500310424,0.5256419475148802,0.1548506033583552
25,0.3278349897618772,0.4991760590662528,-0.2404600310360904,0.3620951819144112,-0.03635645241801187
