,AgentName,ChoicesFile,ConfigFile,Date,GameIdx,GameVariant,ModelFile
0,amadeus,agent_choices_amadeus_0002.csv,config/experiment1.json,20180828_10:22:08,2,no_feedback_v1,model_params_amadeus_0002.csv
