,AgentName,ChoicesFile,ConfigFile,Date,DeviceType,GameIdx,GameVariant,ModelFile
0,auriane,agent_choices_auriane_0002.csv,config/experiment4.json,20180830_12:03:36,Desktop,2,feedback_v2,model_params_auriane_0002.csv
