,AgentName,ChoicesFile,ConfigFile,Date,DeviceType,GameIdx,GameVariant,ModelFile
0,alex,agent_choices_alex_0001.csv,config/experiment2.json,20180828_14:21:02,Mobile,1,no_feedback_v2,model_params_alex_0001.csv
