,AgentName,ChoicesFile,ConfigFile,Date,DeviceType,GameIdx,GameVariant,ModelFile
0,vassilis,agent_choices_vassilis_0001.csv,config/experiment2.json,20180828_14:17:46,Mobile,1,no_feedback_v2,model_params_vassilis_0001.csv
