,b,w_-1,w_-2,w_-3,w_-4
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,-1.3821655286618362,1.3821655286618362,1.3821655286618362,-1.3821655286618362,1.3821655286618362
4,-2.549338699295758,2.549338699295758,2.549338699295758,-0.35265838436457225,0.35265838436457225
5,-0.9118576691828083,0.9118576691828083,0.9118576691828083,1.3669404939934997,-1.3669404939934997
6,-2.059209886212681,-0.37939305744164886,2.059209886212681,0.649904092382682,-3.0885070360370124
7,0.22045760634387063,-2.6876579022203146,5.818614941264488,0.22045786506057843,-2.687658160937023
8,5.165185986265946,2.431662890225926,7.034417692388829,-0.8786654179596448,-5.185326518985481
9,4.602014990522313,2.3165738922006502,4.880497228427673,-7.103434905669967,-9.706292694411164
10,5.3978744049469105,2.546812512970856,5.652296884835776,-8.1236351244093,-10.929719754335359
11,0.2808558708142623,-0.8534008763694536,8.390543021021537,-0.18949139297857637,-8.201017868541811
12,-0.5293942794576659,-0.6814859863851754,0.4428570062820967,0.4757178270713007,-0.035172552570047914
13,-0.3709219634583076,-0.7025102643967016,0.17833245900909903,0.11163196811086702,-0.23538146706654925
14,-0.5166794565807711,-0.8434795726733475,0.18188250878493223,0.077825607690341,-0.15707623653734062
15,-0.4200886241479387,-1.0380901008328847,0.3278770493441446,0.3520547286130947,-0.05275792884762109
16,-0.1050601089299051,-0.6063429216374857,-0.04854094285199402,-0.09485619629815667,0.32272026900216944
17,0.18039464638134672,-0.2880053221938282,0.348515755980858,-0.28793775046930603,-0.0003803489307868655
18,0.03957496219519557,-0.39992006006855185,0.14222087570119674,-0.3996498320614589,0.14222426671354177
19,-0.10907703176608542,-0.2780719849149264,0.02994086438958946,-0.5600870042500025,0.029940827715604752
20,-0.17860577194087093,-0.19484854449943112,0.14849764248343697,-0.6489943100984845,-0.0766694245009129
21,-0.08391757383517644,-0.30911861018136716,-0.013506521005107078,-0.5293588789350966,0.06915406712588644
22,0.007347179767086166,-0.19351462569719752,-0.10501218930569206,-0.644076638923934,0.19341067157134856
23,-0.14145475926847276,-0.2938514689342652,-0.23684800605618772,-0.5687194351438685,0.289293034584115
24,-0.24616993144306348,-0.18518812521348443,-0.32902624804155156,-0.49343341388303663,0.40644324933559384
