,b,w_-1
0,0.0,0.0
1,0.0,0.0
2,1.0876360950104578,1.0876360950104578
3,0.00830478337778555,0.00830478337778555
4,1.0876878521923803,-1.087584337828536
5,1.0995474089773372,-1.7920179344337868
6,-0.33381256315147595,-0.3593338863437312
7,-0.6927974622009343,-0.0003497175690664793
8,-0.3465840482156899,-0.3465631323434018
9,-1.0469296182173365e-05,-1.0468678898975584e-05
10,0.20273193132714715,0.20273193132716535
11,0.3465734941121834,0.34657349411218347
12,0.14384103796623757,0.14384103796623762
13,0.3465729675842508,-0.05889089513246973
14,0.20273255408889745,-0.2027325540152942
15,2.1046014459576946e-08,-2.1046014341857653e-08
16,0.14384103506778656,-0.14384103506778648
17,0.032269260570509994,-0.25541281188127096
18,0.1438410360981401,-0.3669845874123497
19,0.052680257829054486,-0.4581453659369358
20,-0.09116077839466721,-0.31430432971349737
21,-0.20273255405403443,-0.20273255405413013
22,-0.1115717756571067,-0.29389333245105775
23,-2.341910305020311e-15,-0.18232155679395695
24,-0.07707533991362903,-0.25939689670758365
25,-0.16823611831060642,-0.16823611831060648
26,-0.24531145822423556,-0.0911607783969774
27,-0.312077154536497,-0.024395082084716004
28,-0.37096867236468856,0.034496435743475655
29,-0.4236489301936018,0.08717669357238887
30,-0.4713040200957642,0.13483178347455135
31,-0.514809708590579,0.1783374719693661
32,-0.5548310624273474,0.21835882580613442
33,-0.5918850485042083,0.2554128118829953
34,-0.626381484247684,0.28990924762647113
35,-0.6586507448164695,0.3221785081952565
36,-0.5815754049028405,0.24510316828162754
37,-0.6483411012151018,0.17833747196936625
38,-0.5815754049028403,0.11157177565710484
39,-0.49041462650586315,0.20273255405408214
40,-0.5493061443340549,0.14384103622589034
41,-0.49041462650586315,0.08494951839769857
42,-0.41333928659223396,0.1620248583113277
43,-0.34657359027997275,0.22879055462358902
44,-0.287682072451781,0.28768207245178085
45,-0.2350018146228676,0.3403623302806941
46,-0.1873467247207054,0.38801742018285656
47,-0.1438410362258904,0.4315231086776716
48,-0.19652129405480354,0.37884285084875824
49,-0.14384103622589048,0.32616259301984507
50,-0.19149612612805283,0.2785075031176828
51,-0.2218084370362702,0.3088198140259002
52,-0.17415334713410774,0.26116472412373765
53,-0.21765903562892278,0.2176590356289227
54,-0.24623824254889717,0.24623824254889712
55,-0.20273255405408244,0.20273255405408214
56,-0.24275390789085047,0.16271120021731386
57,-0.20273255405408214,0.12268984638054566
58,-0.16271120021731414,0.16271120021731383
59,-0.19976518629417495,0.12565721414045303
60,-0.16271120021731403,0.08860322806359179
61,-0.19720763596078955,0.05410679232011629
62,-0.2242412465959276,0.08114040295525446
63,-0.18974481085245173,0.046643967211778506
64,-0.15269082477559073,0.0836979532886393
65,-0.18496008534437655,0.05142869271985374
66,-0.15269082477559068,0.019159432151068256
67,-0.1181943890321153,0.053655867894544046
68,-0.08592512846332952,0.0859251284633297
69,-0.05561281755511209,0.11623743937154687
70,-0.02703361063513784,0.14481664629152116
71,-0.05734592154335543,0.11450433538330385
72,-0.08299256873713069,0.14015098257707906
73,-0.1073876508218466,0.1645460646617953
74,-0.07707533991362932,0.1342337537535779
75,-0.10565454683360362,0.10565454683360365
76,-0.12891455465104984,0.1289145546510501
77,-0.1511404359364668,0.15114043593646656
78,-0.12256122901649275,0.12256122901649251
79,-0.09552761838135473,0.14959483965163026
80,-0.06988097118757913,0.17524148684540578
81,-0.0454858891028632,0.1996365689301217
82,-0.022225881285417082,0.22289657674756824
83,1.901043464339793e-16,0.24512245803298488
84,-0.02703361063513809,0.21808884739784726
85,-0.04831341784453585,0.23936865460724505
86,-0.02127980720939775,0.2123350439721072
87,6.121071111299461e-19,0.23361485118150507
88,0.020410997260127323,0.2540258484416328
89,-0.0052356499336478814,0.22837920124785757
90,0.020410997260127538,0.20273255405408225
91,-0.003984084824588246,0.17833747196936667
92,0.020410997260127815,0.15394238988465006
93,-0.0028490105573190463,0.13068238206720384
94,-0.02326000781744632,0.15109337932733138
95,-1.6995693190187784e-16,0.12783337150988516
96,-0.022225881285416985,0.1056074902244677
97,4.256591686574611e-17,0.0833816089390509
98,-0.021279807209398063,0.06210180172965323
99,-0.0408901637860383,0.08171215830629369
100,-0.0597603277774619,0.10058232229771721
101,-0.03848052056806422,0.0793025150883194
102,-0.05889151782819182,0.058891517828191915
103,-0.038480520568064315,0.03848052056806407
104,-0.058090877144704865,0.018870163991423414
105,-0.0384805205680641,-0.000740192585217239
106,-0.018870163991423747,0.018870163991423654
107,-0.03774032798284713,-1.741111362078616e-16
108,-0.018870163991423865,-0.018870163991423855
109,-0.037053986076860876,-0.03705398607686074
110,-0.018870163991423463,-0.055237808162298126
111,-0.03641582389705872,-0.07278346806793333
112,-0.018870163991423716,-0.09032912797356892
113,-8.970793965545118e-17,-0.07145896398214506
114,0.018183822085437132,-0.053275141896707796
115,0.03572948199107254,-0.03572948199107266
116,0.01877870615323176,-0.05268025782891316
117,0.0005948840677945322,-0.03449643574347603
118,-0.016950775837840736,-0.01695077583784086
119,-0.03390155167568161,2.0798878381624654e-17
120,-0.05029646308717677,0.01639491141149556
121,-0.03334568724933594,-0.000555864426345408
122,-0.016394911411495423,0.016394911411495464
123,-0.032789822822990845,-2.9485828596704983e-16
124,-0.016394911411495357,-0.01639491141149535
125,-6.8799471723873824e-18,1.43013734811703e-16
126,-0.01587434915729034,-0.01587434915729034
127,-9.3708956737748e-17,-0.03174869831458057
128,0.015874349157290225,-0.01587434915729036
129,0.0004885198239132236,-0.03126017849066712
130,0.015874349157290104,-0.046646007824043885
131,0.0009478675824495367,-0.061572489398883934
132,0.01587434915728978,-0.07649897097372475
133,0.03126017849066719,-0.06111314164034815
134,0.04618666006550757,-0.046186660065507715
135,0.06068042850213412,-0.03169289162888153
136,0.074765866985487,-0.01760745314552789
137,0.08846535407963924,-0.003907966051375681
138,0.07397158563980885,-0.01840173449120645
139,0.0884653540795394,-0.03289550292472844
140,0.07437991552382126,-0.046980941480446424
141,0.05850556643890114,-0.031106592250786085
142,0.07259100492224939,-0.04519203073413426
143,0.08592512963555833,-0.031857906020825374
144,0.07222561744818629,-0.04555741820819823
145,0.08592512846337161,-0.05925688138112707
146,0.098913203203554,-0.046268806640943586
147,0.08557302725311307,-0.05960898259138517
148,0.09891287412193091,-0.07293738280473076
149,0.08584428271034074,-0.0860059742163176
150,0.09891337550668186,-0.0989123678232691
151,0.1125695276729104,-0.08525621565700939
152,0.0854212956738774,-0.11240444765604228
153,0.12490411727062088,-0.09823943404398686
154,0.1129063889325281,-0.11023716238168205
155,-0.031914107786596396,-0.2550576591008058
156,0.3707171684794882,0.1783452758535355
157,-0.19328756449183937,-0.3558064932534833
158,0.34131271564723864,0.20778134338460114
159,-0.19543492866246248,-0.35365913036942725
160,0.4015611345460587,0.24333712933272716
161,-0.2582076476733499,-0.44053112914978537
162,0.480401797468894,0.2980802408285708
163,-0.3298084066818655,-0.5121299634758318
164,0.5956610402035855,0.4133394834096312
165,-0.41029639036313215,-0.5926179471570856
166,0.6340729699402424,0.4282040122593158
167,-0.4503086114049898,-0.6561606534732225
168,0.6418410076567299,0.46462825722148193
169,-0.4824593051192142,-0.6240099597589981
170,0.680010625324838,0.42645863955337404
171,-0.5664195612559907,-0.5764532682941672
172,0.8493565043648873,0.4504647334823375
173,-0.6291287770208821,-0.5667096417390507
174,0.9476544131779162,0.5314161619699895
175,-0.6457606110085029,-0.5807644518448147
176,1.0076154457460276,0.5909946399604091
177,-0.7684418818427532,-0.5520939688327109
178,1.1269290218272883,0.5002128893713509
179,-0.9122376148928546,-0.5005089373021204
180,1.2595513138832297,0.36759059731541066
181,-1.0144914134995249,-0.3982551386954498
182,1.3572759750055803,0.3539346989182264
183,-1.0633792240350015,-0.4471429492210732
184,1.4098194929403225,0.32530255984074685
185,-1.1433824423155219,-0.3671397309405522
186,1.4679569979350595,0.2858327292094993
187,-1.244411539735828,-0.355614301538811
188,1.5455165280364764,0.20827319910808262
189,-1.257370589413242,-0.3454913613238467
190,1.6290058592058547,0.29176253027746357
191,-1.2540185148830445,-0.3421392867936478
192,1.7091607562442492,0.37191742731585553
193,-1.2434602477523096,-0.3315810196629132
194,1.7856384109206394,0.4483950819922463
195,-1.2270425040925956,-0.3151632760031997
196,1.8581057635849851,0.5208624346565931
197,-1.206130571302504,-0.29425134321310886
198,1.9263353513495058,0.5890920224211141
199,-1.1819996992240096,-0.2701204711346119
200,1.9902475514539506,0.6530042225255581
201,-1.209810145885145,-0.29793091779574876
