,b,w_-1
0,0.0,0.0
1,0.0,0.0
2,1.4457826717055626,-1.4457826717055626
3,3.2530406075989826,-0.36147526418785847
4,2.0174973064693433,-2.017338249451683
5,0.00014854647562167854,-0.00014854029792351397
6,-0.3465732246535741,0.346573224653814
7,-3.089673297237087e-10,3.089674764477518e-10
8,0.3465732247978237,0.34657322479782393
9,3.0896724091702497e-10,3.0896745436032774e-10
10,0.20273255405209586,-0.2027325540520957
11,0.405465108106178,-1.986355524508099e-12
12,0.5493061443339872,0.14384103622582287
13,0.6608779199911538,0.2554128118829894
14,0.7520386983881361,0.34657359027997175
15,0.549306144334055,0.14384103622589064
16,0.3465735902799749,0.3465735902799706
17,0.20273255405408255,0.490414626505863
18,0.09116077839697745,0.6019864021629681
19,1.6494820300686902e-16,0.6931471805599452
20,-0.07707533991362919,0.7702225204735744
21,-0.14384103622589026,0.8369882167858358
22,-0.2027325540540819,0.8958797346140274
23,-0.0588915178281917,0.7520386983881373
24,-0.20273255405408236,0.6081976621622467
25,-0.09116077839697737,0.4966258865051417
26,-0.20273255405408228,0.3850541108480369
27,-0.11157177565710497,0.29389333245105964
28,-0.034496435743475704,0.3709686723646888
29,0.03226926056878542,0.4377343686769499
30,-0.05889151782819174,0.3465735902799728
31,-0.11157177565710479,0.3992538481088858
32,-0.15922686555926716,0.44690893801104836
33,-0.08215152564563806,0.3698335980974192
34,-0.15922686555926735,0.29275825818379003
35,-0.20273255405408203,0.3362639466786048
36,-0.13596685774182082,0.26949825036634356
37,-0.07707533991362928,0.32838976819453514
38,-0.02439508208471614,0.38107002602344847
39,-0.09116077839697738,0.3143043297111871
40,-0.03226926056878559,0.25541281188299525
41,0.015385829333376818,0.30306790178515775
42,0.05889151782819169,0.34657359027997264
43,0.09891287166495978,0.3865949441167408
44,0.04002135383676822,0.32770342628854926
45,-3.2594126218987585e-17,0.3677247801253173
46,-0.037053986076860876,0.40477876620217823
47,-0.07155042182033666,0.4392752019456541
48,-0.018870163991423536,0.386594944116741
49,0.01818382208543738,0.4236489301936018
50,-0.03449643574347577,0.3709686723646888
51,0.013158654158686656,0.3233135824625264
52,0.04765508990216223,0.35781001820600195
53,-6.116182312727932e-17,0.3101549283038396
54,0.04350568849481492,0.2666492398090246
55,9.214341590983537e-17,0.2231435513142097
56,0.04002135383676819,0.18312219747744146
57,1.2391006414220511e-16,0.14310084364067333
58,-0.032269260568785825,0.17537010420945898
59,0.0047847255080753414,0.1383161181325979
60,0.03705398607686094,0.17058537870138346
61,7.975385351242888e-17,0.13353139262452257
62,-0.030312310908217607,0.16384370353274022
63,0.004184124835258325,0.1293472677892644
64,0.034496435743475724,0.15965957869748174
65,0.06307564266344999,0.18823878561745605
66,0.028579206919974374,0.15374234987398028
67,0.06084846748875977,0.12147308930519478
68,0.028579206919974304,0.08920382873640909
69,0.05889151782819172,0.05889151782819188
70,0.08592512846332953,0.08592512846332963
71,0.11157177565710473,0.11157177565710485
72,0.08125946474888773,0.08125946474888757
73,0.05268025782891328,0.10983867166886209
74,0.025646647193775313,0.13687228230399942
75,0.05422585411374961,0.10829307538402554
76,0.025646647193775282,0.07971386846405122
77,3.950560038253653e-17,0.10536051565782652
78,-0.024395082084715948,0.12975559774254225
79,-0.047655089902162266,0.1530156055599889
80,-0.06988097118757909,0.17524148684540544
81,-0.09116077839697723,0.1965212940548038
82,-0.11157177565710483,0.21693229131493144
83,-0.13118213223374536,0.23654264789157195
84,-0.10414852159860771,0.20950903725643402
85,-0.07975343951389181,0.23390411934114996
86,-0.05649343169644524,0.2571641271585964
87,-0.0835270423315833,0.23013051652345842
88,-0.0578803951378076,0.20448386932968332
89,-0.03565451385239083,0.22670975061510026
90,-0.014374706642992846,0.24798955782449839
91,0.006036290617134388,0.26840055508462574
92,-0.019610356576640592,0.24275390789085058
93,-0.03848052056806407,0.26162407188227393
94,-0.056664342653501815,0.27980789396771133
95,-0.03226926056878559,0.2554128118829955
96,-0.012658903992145084,0.27502316845963604
97,0.006211259999278562,0.2938933324510596
98,0.02439508208471573,0.31207715453649687
99,4.259259872309455e-16,0.2876820724517807
100,-0.017545659905635384,0.30522773235741624
101,-0.0344964357434756,0.3221785081952567
102,-0.05089134715497126,0.33857341960675214
103,-0.027631339337524305,0.3153134117893056
104,-0.050891347154971144,0.29205340397185947
105,-0.028665465869554433,0.26982752268644233
106,-0.011119805963919179,0.28737318259207717
107,-0.033345687249336294,0.2651473013066603
108,-0.04922003640662628,0.2810216504639505
109,-0.02794022919722854,0.25974184325455263
110,-0.010989453359387615,0.2766926190923934
111,-0.03226926056878534,0.25541281188299486
112,-0.04765508990216217,0.2707986412163723
113,-0.027244092642034777,0.2503876439562448
114,-0.010849181230539715,0.26678255536774015
115,-0.031260178490667014,0.24637155810761271
116,-0.04618666006550756,0.261298039682453
117,-0.026576303488867015,0.24168768310581248
118,-0.010701954331576644,0.2575620322631028
119,0.004683875001800088,0.27294786159647966
120,0.01961035657664067,0.28787434317132
121,0.034104125013266456,0.302368111607946
122,0.048189563496614934,0.3164535500912945
123,0.028579206919974426,0.2968431935146539
124,0.014085438483348088,0.3113369619512798
125,0.03295560247477149,0.2924667979598558
126,0.014085438483348395,0.2735966339684327
127,-1.0420510280342765e-16,0.2876820724517809
128,-0.013699487094057385,0.30138155954583806
129,0.00448433499138088,0.28319773746040056
130,0.018183822085436896,0.2968972245544583
131,1.7555693084433784e-16,0.27871340246902077
132,-0.01333412354108033,0.29204752601010175
133,-0.026321866742711007,0.3050352692117312
134,-0.038980770734856195,0.3176941732038763
135,-0.021435110829221102,0.3001485132982411
136,-0.03898077073485626,0.2826028533926063
137,-0.02202999489701456,0.2656520775547654
138,-0.03898077073485611,0.24870130171692545
139,-0.022585859323360415,0.2323063903054298
140,-0.03898077073485617,0.215911478893934
141,-0.051327077030041426,0.2282577851891198
142,-0.03545272787275221,0.21238343603182994
143,-0.022118604331671336,0.22571755957291045
144,-0.037992953488960125,0.20984321041562007
145,-0.050041729278490765,0.22189198620515074
146,-0.061806977983588314,0.233657234910247
147,-0.04642114865021978,0.21827140557687824
148,-0.033433405448581484,0.2312591487785016
149,-0.048819234781958445,0.21587331944512475
150,-0.060313993893885726,0.22736807855705135
151,-0.04538751296608961,0.2124415976292558
152,-0.03272860832732265,0.22510050097477882
153,-0.020382302032136524,0.23744680726996364
154,-0.008333526242607218,0.2494955830594951
155,0.0034317224624834724,0.2612608317645857
156,0.01492648157441746,0.27275559087651996
157,0.02616290947806793,0.2839920187801702
158,0.03715236182888677,0.29498147113098905
159,0.04790542593636786,0.3057345352384693
160,0.033042625699111525,0.29087173500121394
161,0.047472533422618736,0.27631508933519167
162,0.07645474747935563,0.3052963199416775
163,0.10334615811371121,0.3546187481871198
164,0.10433425624133018,0.37574953118484444
165,-0.0462042482119122,0.5287138692490982
166,0.0532927891753785,0.640252430682766
167,0.14669715996972602,0.7336619625235109
168,0.06486441752261782,0.8154947049932229
169,-0.010391489376296324,0.8907506118921371
170,0.04547245485586724,0.9466145561243597
171,0.0954302862231489,0.9965723874916428
172,0.14106997507867527,1.0422120763471683
173,0.19319961145629758,1.094341712724792
174,0.13829140132751006,1.149249922853582
175,0.08652273617896922,1.2010185880021202
176,0.131144231778863,1.2456400836020138
177,0.08461433123715778,1.2921699841437193
178,0.0410578985086063,1.3357264168722707
179,-1.3527486788421178e-16,1.376784315380879
180,-0.038950681584095516,1.4157349969649724
181,-3.3017818632988824e-16,1.454685678549069
182,-0.034348712366878094,1.4890343909159465
183,0.003885757141892217,1.5272688604247149
184,0.03794004235792958,1.5613231456407517
185,-7.000311649174054e-17,1.5992631879986807
186,-0.03639257556513659,1.6356557635638196
187,-0.06686551602052059,1.6661287040192034
188,-0.03647749874873313,1.6965167212909908
189,-0.07160441847753755,1.7316436410197955
190,-0.09930080672029637,1.759340029262554
191,-0.06282330797156441,1.7958175280112871
192,-0.027696388242758774,1.8309444477400918
193,0.006149020678285454,1.8647898566611354
194,0.03423420161024003,1.89287503759309
195,-3.592719547893683e-16,1.927109239203331
196,-0.03305122834081912,1.960160467544151
197,-0.059053561804641726,1.986162801007974
198,-0.03359949051034566,2.011616872302272
199,-0.05718708248913736,2.0352044642810623
200,-0.023587591978791574,2.068803954791407
201,0.008890684271226641,2.101282231041426
202,0.04027731470468947,2.1326688614748908
203,0.07060271750827567,2.1629942642784745
204,0.0998985160327528,2.192290062802952
205,0.12819759696051947,2.2205891437307184
206,0.15553397066634464,2.2479255174365433
