,b,w_-1,w_-2,w_-3,w_-4
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,1.3821655286618362,1.3821655286618362,1.3821655286618362,-1.3821655286618362,-1.3821655286618362
6,1.9843862694303627,1.9843862694303627,1.9843862694303627,-0.8969491674293251,-1.9843862694303627
7,2.7890976803084353,2.7890976803084353,2.7890976803084353,-0.12224506203548109,-1.2740595269546746
8,3.0173846016609613,3.0173846016609613,3.0173846016609613,0.08648480102956514,-1.085191628393285
9,1.6008697073690492,1.6008697073690492,1.6008697073690492,-1.3461215559738726,-2.7615053175956503
10,1.1781667728817717,3.611142725334533,1.1781667728817717,-1.7800479232455046,-3.495175395983375
11,1.1148947883537077,3.980915108266816,1.1533340801725676,-1.8472103455876725,-3.709161947285335
12,0.7886085753501831,4.352538248698356,1.3415110593715112,-1.67619362561789,-4.113306178245806
13,3.233152851884444,4.288142841707512,1.0742128090629692,-1.9704104871897492,-5.93440853364161
14,-0.0004913352113539691,0.002204420107467348,3.532224686571309,0.2772432335654049,-3.810200959528721
15,0.00013316724474074322,0.0005962504030950735,4.0227717225232755,0.16269655571955313,-4.185822394238948
16,-0.002572477774094877,4.1429902413412306e-05,6.253531035334207,-2.9328325937393642,-3.318649550681019
17,-0.00021481695798983625,-0.00039369330271667803,6.966730924109633,-3.459238796419979,-3.5064511321089475
18,-0.0005583434365705805,-0.00022534995446391766,7.449897689020278,-3.7961245634869645,-3.652877949650801
19,-0.5177342362351366,0.1344236854058653,5.911742177010576,-0.5837449458954369,-5.194665846259099
20,-0.19028306578473358,-0.594132953086617,5.6284194568235275,0.12581466957455403,-5.479034874861877
21,0.18812988229154737,0.13351492304561033,0.9635471381197294,-0.5243703072469318,-0.7297263832263367
22,0.21508485149387846,0.15855500070040138,1.0146539311124156,-0.5655032502893573,-0.7764785621371332
23,0.25975200692413375,0.17665063001965223,1.1011513718836987,-0.5507861352352248,-0.8681166138923422
24,0.17426533782789194,0.07549504167218057,1.0561892435511846,-0.6145606797887965,-0.9799938822634116
25,0.09689209840007225,0.23303711683490624,1.0198664239044888,-0.7401484501506462,-1.0177144684695492
26,0.08641451739293922,0.2528040462750822,1.056796702534809,-0.7664032425797331,-1.0452470049288998
