,AgentName,ChoicesFile,ConfigFile,Date,DeviceType,GameIdx,GameVariant,ModelFile
0,samuel,agent_choices_samuel_0001.csv,config/experiment2.json,20180828_14:08:56,Desktop,1,no_feedback_v2,model_params_samuel_0001.csv
