,b,w_-1,w_-2,w_-3,w_-4
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,1.3821655286618362,1.3821655286618362,1.3821655286618362,-1.3821655286618362,-1.3821655286618362
6,1.9843862694303627,1.9843862694303627,1.9843862694303627,-0.8969491674293251,-1.9843862694303627
7,0.7305799412161931,0.7305799412161931,0.7305799412161931,-2.188569416710059,-6.039140735595044
8,0.6875797033119847,0.8216050978821765,0.6875797033119847,-2.2395219499732835,-6.759580194263517
9,5.663737360447251,-0.4040027608511439,-5.548994681434368,0.14120735962140152,-6.445776882518626
10,5.053257148524822,-2.6942090496855764,-5.0513822368992525,2.4504673726038564,-10.402184619623405
11,5.582236024684151,-2.9594402979663834,-5.57970405897896,2.713607350405928,-11.458434026710805
12,2.992035722629446,-7.232974199555887,0.0027153397835210417,-2.992036244668165,-7.235479090198828
13,0.0011547616870264384,-6.887897583015691,-0.0011547616775429714,-0.001155346076393585,-7.581045069277145
14,-0.6076370488833033,-0.23882150969046717,0.6076370488833033,-0.21275952083735994,-1.0360293803008005
15,-0.7486862414104571,-0.22971009823021302,0.7486862414104571,-0.09535068914380701,-1.1227743356529885
16,-0.5432104920031315,-0.38829879281975654,0.5432104920031314,-0.35794861854022986,-1.3383380152197653
17,-0.8066429773138031,-0.7135060636015269,0.8066429773138032,-0.0914641415200225,-1.3695564578317438
18,-0.8055499936864577,-0.7897081823589418,0.8815834037994656,-0.12067094554733084,-1.4585434753681672
19,-0.9204298806834224,-0.8962853540069254,0.9845589666867383,-0.1991829018362375,-1.4729413587598015
20,-1.1320532866582997,-0.8702831445218203,0.9270676209317512,-0.07577565146593788,-1.6632756368150663
21,-1.2141646413351208,-0.5820734866835656,1.0054501247117678,-0.29317779419180867,-1.4671590136282304
22,-0.7794735717803483,-0.5549491771852938,0.4867228928068282,-0.5511144744444989,-0.9008859875557131
23,-0.8808420350057492,-0.697615659654901,0.58866244303599,-0.42949267132680274,-0.8730014150940842
24,-0.8776315535975041,-0.7584230760241988,0.6464225166298702,-0.46363168481435896,-0.9508508204201093
25,-0.6032589484033313,-0.5339256953185884,0.5073991381452185,-0.26068721721366295,-0.9493134142017392
