,b,w_-1,w_-2,w_-3,w_-4
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,-1.3821655286618362,1.3821655286618362,1.3821655286618362,1.3821655286618362,-1.3821655286618362
4,-0.02289554172328306,0.02289554172328306,0.02289554172328306,3.420767291196956,-3.420767291196956
5,-1.1716429156441057,-1.6444878453100025,1.1716429156441057,2.3969460701883354,-5.213076831142448
6,1.5263323084926188,-4.358517386363304,5.680423141343863,1.5263323733983518,-4.35851745126906
7,5.58344120706949,-3.0959158455910796,5.78872663712994,2.797933376686761,-6.161959432687854
8,6.336613723919925,-2.7830702132223344,6.77828016275824,3.1138506211255272,-6.3687153584314204
9,6.177929050417423,-5.557824834852577,6.599018142582332,5.692998130702041,-7.005708173023696
10,5.695888190162049e-07,-3.4517479668829227,4.429042418858735,7.8815531511286325,-0.002010386861274713
11,-0.00016161408762276668,-3.7692260788899694,4.363522183958434,8.133264707887873,-0.000902218444648304
12,-0.434366077401221,-0.435034179161204,6.031566010046515,6.466453521964407,0.0009429571970224384
13,-0.4343551931006267,-0.4349835170172676,6.031588679987532,6.466434874443535,0.000888143077087651
14,-0.3331500360769336,-0.6422470892625293,5.927973689945658,6.570412064212306,-0.0010845006551590088
15,-0.333168383043742,-0.6423061798727863,5.927952095301854,6.570438971789617,-0.0010215198362658765
16,-0.33318538444595996,-0.6423620623862424,5.927932196108267,6.570464731553186,-0.0009624879763011565
17,0.152495334826653,0.09457643970730054,0.688878667511939,1.152650536615366,-0.02356197008636005
18,-0.2838986964160945,-0.36906525453295047,0.2837932721286549,1.0920978045257834,0.41510932441464793
19,-0.26139859511917246,-0.45313305212995497,0.3396125645357403,1.2029360558859261,0.5286796657530807
20,-0.31199342406836283,-0.5169744177528002,0.383503318004976,1.2641694577363902,0.5315370640526752
21,-0.3950635553788377,-0.514944110796627,0.31605912763731725,1.3912617780808234,0.6572375991605159
22,-0.33855935444102814,-0.5958392113522972,0.2475779851037722,1.4688277203633093,0.6271030574554273
23,-0.37829411948608754,-0.6461192567772089,0.2813520917382786,1.5171435407682363,0.631207954753819
24,-0.5757521851410196,-0.4844648474061422,0.017288655047801377,1.3567549000649577,0.6696789563079445
25,-0.6272676741336771,-0.40022374521938836,0.066889366740732,1.3917713387266537,0.5895020368647877
