,AgentName,ChoicesFile,ConfigFile,Date,DeviceType,GameIdx,GameVariant,ModelFile
0,andre,agent_choices_andre_0003.csv,config/experiment3.json,20180830_12:25:42,Desktop,3,feedback_v2,model_params_andre_0003.csv
