,AgentName,ChoicesFile,ConfigFile,Date,DeviceType,GameIdx,GameVariant,ModelFile
0,poornima,agent_choices_poornima_0003.csv,config/experiment3.json,20180830_12:15:04,Desktop,3,feedback_v2,model_params_poornima_0003.csv
