,b,w_-1,w_-2,w_-3,w_-4
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,1.3821655286618362,-1.3821655286618362,-1.3821655286618362,-1.3821655286618362,-1.3821655286618362
6,1.4165497204379294e-07,-6.013649453452506,-1.4165497204379294e-07,-1.4165497204379294e-07,-1.4165497204379294e-07
7,-1.9546495176622396,-5.670286163084293,-5.649922418633897,1.9546495176622396,1.9546495176622396
8,-5.305836029450866,-5.132056715560943,-5.131985459120167,-5.130260065385259,5.305836029450866
9,-13.253077891014723,-4.262692630371818,-4.262692630324336,-4.262692629176752,-4.262692295986163
10,-14.092042853884287,-3.5219685335977298,-3.521968533558714,-3.521968532615713,-3.521968258825004
11,-14.27642748373413,-3.3953152861644877,-3.3953152861297236,-3.3953152852895196,-3.3953150413437054
12,-14.147982403611294,-3.5364884285490166,-3.536488428515128,-3.536488427696022,-3.5364881898773812
13,-13.26644712291597,-0.00031293042175547267,-4.422048557808169,-4.42204855699563,-4.422048321083473
14,-11.759676681270546,0.563063760711195,-0.09763008388917872,-5.9291452961709075,-5.929145060412651
15,-8.75435527944874,0.8383987318082985,0.24790075694612532,-0.1808482266384541,-8.934472858807505
16,0.23833646603459274,0.992182572528851,0.40658026104351985,0.09671697008551289,-0.24032690509418608
17,0.4891382198301463,1.0355720858578108,0.45272157947788694,0.17209214448604693,-0.07674849964421773
18,-0.1920570696316297,0.9313085703167435,0.34282669167225666,-0.011764462024270582,-0.5499662510971672
19,-0.30042423061893336,1.0848752962914139,0.27825947868151285,-0.05696049957545234,-0.6485074580448291
20,0.07345768928948655,0.8923246854922813,-0.2626879045728109,0.3077211849285586,-0.198194053873004
21,0.1674502195531312,1.0524589337850088,-0.40576806680924954,0.1691686526670007,-0.0047523452823251934
22,0.015587506524582007,0.992690835784093,-0.6736754982428595,0.3839178973486555,0.084101647920243
23,0.17877004687837697,0.721445857943449,-0.4068201305515892,0.6144914660077669,-0.18419859897906707
24,0.22051358076097585,0.7848988492077955,-0.49049289059899953,0.684958872786409,-0.17476210984880194
25,0.12892393608475974,0.7945311925118336,-0.6372305912657623,0.8915446095603894,-0.34947998801596764
