,AgentName,ChoicesFile,ConfigFile,Date,DeviceType,GameIdx,GameVariant,ModelFile
0,amadeus,agent_choices_amadeus_0001.csv,config/experiment1.json,20180827_23:11:00,Desktop,1,no_feedback_v1,model_params_amadeus_0001.csv
