,AgentName,ChoicesFile,ConfigFile,Date,DeviceType,GameIdx,GameVariant,ModelFile
0,adrien,agent_choices_adrien_0001.csv,config/experiment3.json,20180830_11:42:58,Desktop,1,feedback_v2,model_params_adrien_0001.csv
