,b,w_-1,w_-2,w_-3,w_-4
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,1.3821655286618362,1.3821655286618362,1.3821655286618362,1.3821655286618362,-1.3821655286618362
6,1.9843862694303627,1.9843862694303627,1.9843862694303627,1.9843862694303627,-0.8969491674293248
7,2.202461485426719,2.202461485426719,2.202461485426719,2.202461485426719,-0.7185342823227635
8,0.8091222313377386,0.8091222313377386,0.8091222313377386,0.8091222313377386,-2.5405527261776966
9,0.19031076631975605,3.6015376858161297,0.19031076631975605,0.19031076631975605,-3.4802338143500906
10,0.05509336037532176,4.056693507942068,0.28180835175547647,0.05509336037532176,-3.7559366085313157
11,-0.055328943349076745,4.313917521383163,0.3562812812316852,0.03305364068371069,-3.95493673728125
12,3.2305908168731974,4.204497416462601,-0.028019621123713218,-0.7105233306139664,-6.00615217414562
13,3.533807697534504,4.441375183972878,0.07017683641631396,-0.7449205968676281,-6.608822323913875
14,3.7209962635455582,4.5927923195627125,0.12678947780550903,-0.7661266260929339,-6.9823682548719495
15,0.24677193983522172,3.939730387176847,-0.7411514686673316,-2.950063399385596,-0.3743284106751293
16,0.5359570612788099,0.3217899211309242,2.95252256666354,-3.1360330564922227,-0.41570052822949966
17,0.5358100824513222,0.32014626439533356,3.5651180728101903,-3.7477618033852167,-0.4159343888993709
18,0.194219025534762,0.38573968913588513,0.5178613433917217,-0.35338103685690814,-0.8857676760055191
19,0.39989265540631014,0.13068116720596615,0.3570326737113816,0.022091481558494965,-1.2362344450672718
20,0.32057088602971945,0.006860782938539208,0.47502231891740404,0.1615913146151977,-1.387697212033313
21,0.38635720039604443,-0.03542229082249127,0.5514028911488509,0.11235642627372154,-1.460765048846621
22,0.12679162441779895,-0.20494069497021333,0.836678854725955,-0.1948659455292228,-1.197603679176157
23,0.266787241595781,-0.28310631116016605,0.969944406483946,-0.3799879640650244,-1.15587511629368
24,0.41221905969609357,-0.20643758109978003,0.8396608569038161,-0.2658999355548795,-1.2535564663988075
25,0.533283439288372,-0.04136018301260071,0.9388591368442071,-0.46643533286902006,-1.1982057827549104
26,0.5656030196786933,-0.029262926394160352,0.9939679806917552,-0.4614251685171578,-1.261746421363457
