,AgentName,ChoicesFile,ConfigFile,Date,GameIdx,GameVariant,ModelFile
0,unahb,agent_choices_unahb_0001.csv,config/experiment1.json,20180828_10:20:20,1,no_feedback_v1,model_params_unahb_0001.csv
